Page,Family,EnglishCommon,LatinSpecies,Length,Voice,Notes,,
366,Vireonidae,Black-capped Vireo,Vireo atricapilla,4.5,"Song of well-spaced complex phrases ""grrtzeepididid, prididzeegrrt…"", with husky chattering quality. Call a long, harsh, rising ""zhreee"" similar to Bewick's Wren scold many variations. Also a short, dry ""tidik"" like Ruby crowned Kinglet.",,,
367,Vireonidae,White-eyed Vireo,Vireo griseus,5,"Song rapid, nasal, harsh; typically begins and/or ends with sharp ""chik"" notes and includes at least one long, whining note: ""tik-a-purrreeer-chik"" or ""chik-errrr-topikerreerr-chik""; many variations. Call a harsh ""meerr"" level or slightly descending; commonly a level series ""rikrikrikrik rik rik rik rik""; sometimes a single rising ""rik"".",,,
367,Vireonidae,Thick-billed Vireo,Vireo crassirostris,5,Song very similar to White-eyed; averages harsher (but given variation in White-eyed this is of limited use). Call a slow series of harsh scold notes; notes longer and series slower than White-eyed.,,,
368,Vireonidae,Plumbeous Vireo,Vireo plumbeus,5.75,"Song of rough, burry phrases similar to Yellow-throated and Gray; lower-pitched, rougher; and with slightly shorter phrases on average than Blue-headed or Cassin's; averages one phrase every three seconds. Call a harsh series like Yellow-throated, often ending with rising ""zink"" note.",,,
368,Vireonidae,Cassin's Vireo,Vireo cassinii,5.5,"Song similar to Plumbeous but averages slightly higher-pitched and with more clear phrases, tending toward Blue-headed; averages lower pitched and more burry than Blue-headed (but much overlap). Calls like Plumbeous and Blue-headed.",,,
369,Vireonidae,Blue-headed Vireo,Vireo solitarius,5.5,"Song of high, clear, sweet phrases with slurred notes ""see you, cheerio, be-seein-u, so-long, seeya…""; sometimes gives burry phrases, especially in western portion of range. Averages one phrase every 2.5 seconds, slightly slower than Red-eyed. Call a strongly descending series of short harsh notes, like Cassin's and Plumbeous Vireos.",,,
369,Vireonidae,Yellow-throated Vireo,Vireo flavifrons,5.5,"Song of short two- or three-syllable phrases, most slurred with a burry quality ""rrreeyoo, rreeooee, three-eight…""; averages one phrase every three seconds,; distinct from all except Plumbeous. Call of rapid, harsh notes falling or steady ""ship shep shep shep shep shep shep shep"" very similar to Blue-headed.",,,
370,Vireonidae,Warbling Vireo,Vireo gilvus,5.5,"Song a rapid, run-on warble ""viderveedeeviderveedeeviderVEET"" without pause and with distinctive, husky vireo quality. Call a harsh, nasal mewing ""meeerish"" (slightly two-syllabled) or a swelling ""meeezh""; also a short, dry ""git"" or ""gwit""; a high, slightly nasal chatter rising then falling.",,,
370,Vireonidae,Philadelphia Vireo,Vireo philadelphicus,5.25,"Song very similar to Red-eyed Vireo but higher-pitched on averge, weaker and choppier, with longer pauses averaging one phrase every three seconds (but Red-eyed can match these characteristics). Call nasal and soft like Red-eyed but three to five short notes in slightly descending series ""weeej weeezh weeezh weeezh"".",,,
371,Vireonidae,Red-eyed Vireo,Vireo aolivaceus,6,"Song of simple, hurried, whistled phrases ""here-I-am, in-the-tree, look-up, at-the-top…""; averages one phrase every two seconds. Call a nasal, fairly soft, mewing ""meerf"" or ""zherr""; a longer, more whining, descending ""rreeea"" when agitated; also chatter and ""gwit"" note similar to Black-whiskered, but rarely heard.",,,
371,Vireonidae,Black-whiskered Vireo,Vireo altiloquus,6.25,"Song of three- or four-syllable phrases ""chip john phillip, chiip phillip…, chillip phillip""; sharper with more abrupt pitch changes than Red-eyed, averaging one phrase every two seconds. Call varies from nasal mew like Red-eyed to soft, low ""vwirr"" like Veery; also a rapid, nasal chatter and a short, low ""gwit"".",,,
372,Vireonidae,Yellow-green Vireo,Vreo flavoviridis,6.25,"Song similar to Red-eyed but shorter, less musical, and delivered more rapidly, averaging one phrase every 1.5 seconds; overall impression very similar to House Sparrow chirping. Calls similar to Red-eyed.",,,
372,Vireonidae,Hutton's Vireo,Vireo huttoni,5,"Song of simple whistle phrases repeated every one to two seconds, each phrase repeated many times before switching to another phrase ""trrweer, trrweer, trrweer,… tsuwiif, tsuwii,…"". Call a nasal, rising ""reeee dee de"" or laughing ""rrreeeee-dee-dee-dee-dee"". Also a high, harsh mewing ""shhhhhrii shhhri shhr shhr"" and a dry ""pik"" like Hermit Thrush.",,,
374,Corvidae,Steller's Jay,Cyanocitta stelleri,11.5,"Varied; most common a very harsh, unmusical, descending ""shaaaaaar""; also a rapid, popping ""shek shek shek shek"" or ""chook chook chook chook""; generally lower, harsher than scrub-jays. Also a clear, whistled ""whidoo"" and quiet melodious thrasher-like song.",,,
375,Corvidae,Blue Jay,Cyanocitta cristata,11,"Varied; most common a shrill, harsh, descending scream ""jaaaay"". Many other calls include clear, whistled phrases ""toolili""; quiet, clicking rattle; and rarely a quiet, thrasher-like song. Short, harsh ""shkrrr"" when attacking predator. Expert mimic, especially of raptors.",,,
375,Corvidae,Black-throated Magpie-Jay,Calocitta colliei,27,"High strident rolling calls such as ""skraaa"" or a quieter ""krriit"", more reminiscent of parrots than other jays.",,,
376,Corvidae,Western Scrub-Jay,Aphelocoma californica,11.5,"Generally harsh and angry-sounding. Most common call a harsh, rising ""shreeeeenk"" with some musical quality; often in rapid series ""wenk wenk wenk"" or ""kkew kkew kkew…""; also a harsh, pounding ""heeyuk sheeyuk…"" in long series. Other calls include a low clucking ""chuddu"" or clicking sounds.",,,
377,Corvidae,Island Scrub-Jay,Aphelocoma insularis,13,"Very similar to Pacific population of Western Scrub-Jay, but averages slightly louder and harsher.",,,
377,Corvidae,Florida Scrub-Jay,Aphelocoma coerulescens,11,"Similar to Western Scrub-Jay but distinctly lower, harsher, flatter, less rising ""kreesh""; also a low, husky ""kereep"" and other variations. All calls unlike the higher, more expressive voice of Blue Jay.",,,
378,Corvidae,Mexican Jay,Aphelocoma wollweberi,11.5,"Somewhat less varied than other jays; common call a rather soft, musical, rising ""zhenk"" or ""wink""; repeated in series especially in flight ""wink wink wink…""; notes softer and shorter than scrub-jays and with almost finch-like quality. Also gives a soft thrasher-like song.",,,
379,Corvidae,Brown Jay,Psilorhinus morio,16.5,"Common call an intense, clear bugling ""keerg"" or ""paow"" often repeated in series and given in chorus by flock; much like Red-shoulder Hawk but higher, more raucous, without upslur at beginning. Also gives a popping rattle audible at close range.",,,
379,Corvidae,Green Jay,Cyanocorax yncas,10.5,"Varied; common call a rapid series of four to five notes; harsh, electric ""jeek jeek jeek jeek"" and a high, mechanical ""slikslikslikslik"". Also a variety of quiet, squeaky or buzzy croaks: nasal ""been""; high, nasal ""nnneeek-neek"" or ""grreen-rreen""; drawn-out clicking ""ree urrrrrrrr it"".",,,
380,Corvidae,Pinyon Jay,Gymnorhinus cyanocephalus,10.5,"Calls rather nasal and soft for a jay; quality reminiscent of California and Gambel's Quail. Calls constantly in flight: a soft, conversational series ""hoi hoi hoi…"" or single ""hoya""; also a series of harsher rising notes ""kwee kwee kwee…"" and loud, clear, nasal ""waoow"".",,,
380,Corvidae,Clark's Nutcracker,Nucifraga columbiana,12,"Varied; common call a long, harsh, slightly rising ""shraaaaaaa""; hollow and slightly buzzing. Other calls include a higher, descending ""taaar""; a very hard, slow rattle ""k-k-k-k-k""; a strong yelping ""keeeew""; a clear, nasal ""waaat"" reminiscent of Pinyon Jay; and a high, clear, electric ""deeen"".",,,
381,Corvidae,Gray Jay,Perisoreus canadensis,11.5,"Calls varied, generally soft, whistled or husky notes in short series. Short, mellow whistled ""weeoo"", and soft husky ""chef chef chef chef"" are most comon and distinctive call. Also known to mimic other species such a Blue Jay and various raptors.",,,
382,Corvidae,Black-billed Magpie,Pica hudsonia,19,"Call a nasal, rising ""jeeeek""; harsher, lower ""rek rek rek rek"" or ""weg weg weg weg weg""; rapid ""shek shek shek shek"", three to five notes. Also higher, long, nsasal ""gway gway"" or ""gwaaaaay""; rather nasal, hard, querulous ""ennk"".",,,
382,Corvidae,Yellow-billed Magpie,Pica nuttalli,16.5,Nearly identical to Black-billed; chatter call reportedly higher-pitched and clearer than Black-billed.,,,
383,Corvidae,Chihuahuan Raven,Corvus crptoleucus,19.5,"Less varied than Common. Typicaly fairly high, crow-like croak; usually a slightly rising ""graak"", but this can be matched by Common. Apparently also gives ""kre"" and growling sounds similar to Common.",,,
383,Corvidae,Common Raven,Corvus corax,24,"Incredibly varied: from low, deep baritone croaks to high, bell-like and twanging notes. Long, hoarse ""kraaah""; lower, hollow ""brrronk""; and deep, resonant ""prruk"" are typical. Some calls like Chihuahuan. Juvenile calls higher, more squawking than adult.",,,
384,Corvidae,American Crow,Corvus brachyrhynchos,17.5,"Call varied; typically the familiar full-voiced, descending, ""carrr"" or ""caaw"" with great variety of inflection and pitch. Also a rapid, hollow rattle ""tatatato""; sometimes soft call ""prrrk"" similar to Common Raven. Juvenile gives higher, hoarser, nasal calls; usually also longer calls (e.g. ""carrrr"").",,,
384,Corvidae,Northwestern Crow,Corvus caurinus,16,"Some calls a little lower, hoarser, and more rapid than American Crow, but differences are subtle and seem to change clinally towards the south and east, with intermediate birds around Pudget Sound in Washington and further slight differences evident south to California and east to the Rocky Mountains.",,,
384,Corvidae,Hooded Crow,Corvus cornix,18,"Higher and harsher than American Crow, very similar to some calls of immature American Crows.",,,
384,Corvidae,House Crow,Corvus splendens,15.7,"Harsh and raucous, and on a steady pitch, not descending like American Crow.",,,
385,Corvidae,Tamaulipas Crow,Corvus imparatus,14.5,"Call a very rough, nasal, flat burp/croak ""brraarp"" usually in series: ""brraap brraap brraap"".",,,
385,Corvidae,Eurasian Jackdaw,Corvus monedula,14.5,"Call a sharp, hard ""jeck"" reminsiscent of ""chig"" note of Red-bellied Woodpecker.",,,
385,Corvidae,Fish Crow,Corvus ossifragus,15,"Call a simple, short, nasal ""ah"" or ""cah-ah""; less often a hoarser ""cahrr"" like some high-pitched calls of American. Juvenile gives high ""keeer"" like American but higher, clearer. Throaty rattle ""grrrr"" higher and more nasal than American.",,,
386,Alaudidae,Sky Lark,Alauda arvensis,7.25,"Song a spectacular varied warble of high, liquid, rolling notes in long series; often including mimicry of other species; given from high in the air. Flight call a low , rolling chortle ""drirdrirk"".",,,
387,Alaudidae,Horned Lark,Eremophila alpestris,7.25,"Song rather high and weak: a few weak, lisping chirps followed by a rapid, tinkling, rising warble ""reeek trik treet tritilititi treet"". Flight calls high, rather soft, weak, lisping ""see-tu"" or ""see-titi"" and other variations weaker than American Pipit; some buzzy notes unlike pipits.",,,
389,Hirundinidae,Purple Martin,Progne subis,8,"Male song a low-piched, rich, liquid gurgling; female song a mixture of chortle calls and downslurred whistles. Calls melodious , rich, low whistles; most commn call a rich, descending ""cherr""; also a more coplex chortle. Variety of other calls include a harsh, buzzy ""geerrt"" in alarm; a dry, rattling ""skrrr"" when actually stooping on a predator; and a hard ""gip""given by juvenile.",,,
390,Hirundinidae,Tree Swallow,Tachycineta bicolor,5.75,"Song of clear, sweet whistles ""twit-weet twit-weet liliweet twit-weet…""; also a clear ""tsuwi tsuw"" repeated. Call high, liquid chirping or twittering. Alarm a harsh chatter. Noise from large autumn flocks mainly thin, scratchy ""tzeev"" notes.",,,
390,Hirundinidae,Violet-green Swallow,Tachycineta thalassina,5.25,"Song a creaking ""teer twee, tsip-tsip-tsip…"". Call chirping like Tree Swallow but sharper, harder ""chilp"" or ""chip-lip""; almost swift-like without twittering quality of Tree. Also clear, descending notes in alarm ""tseer"" or ""teewp"" repeated.",,,
391,Hirundinidae,Bank Swallow,Riparia riparia,5.25,"Song ""wit wit dreee drr drr drr"" repeated. Call a short, dry, scratchy ""chirr"" or ""shrrit""; often repeated in rapid, run-on series. Alarm at colony a longer, descending buzz and a thin, mewing ""veeew"" like Cliff but higher and longer.",,,
391,Hirundinidae,Northern Rough-winged Swallow,Stelgiopteryx serripennis,5.5,"Song simply a steady repetition of rough, rising notes like call ""frrip frrip frrip…"". Call a low, coarse ""prriit"" slightly rising; lower and softer than Bank.",,,
392,Hirundinidae,Cliff Swallow,Petrochelidon pyrrhonota,5.5,"Song thin, strained, with drawn-out creaking and rattling sounds; shorter and simpler than Barn Swallow. Call a low, soft, husky ""verr"" or lower, drier, rolled ""vrrrt"". Alarm at colony a soft, low ""veew"".",,,
392,Hirundinidae,Cave Swallow,Petrochelidon fulva,5.5,"Song similar to Cliff Swallow. Common flight call a soft, rising ""pwid"" like Barn Swallow but softer, clearer. Alarm a sharper, higher ""jeewv"" higher than Cliff; also a very high, thin ""teeer"".",,,
393,Hirundinidae,Barn Swallow,Hirundo rustica,6.75,"Song lilting with husky, squeaky quality like call notes; regularly interrupted by dry, creaking rattles. Call a short, husky ""vit"" or ""vit-vit""; alarm a stronger and sharper ""vitVEET"" or ""si-VLIT"".",,,
394,Hirundinidae,Brown-chested Martin,Progne tapera,6.9,"Vagrants are generally silent. Call a two-note electric buzz ""dzi-dzit"". Song much higher than Purple Martin, with tinkling quality.",,,
394,Hirundinidae,Common House-Martin,Delichon urbicum,5,"Vagrants generally quiet. Call a thin sputtering rattle ""prrt"", similar to Bank Swallow but sharper, with notes more distinct. Song a jumble of lower-pitched throaty rattles.",,,
395,Hirundinidae,Bahama Swallow,Tachycineta cyaneoviridis,5.75,"Song liquid gurgling reminiscent of Tree Swallow but softer; also a high, plaintive ""seew-seew-seew-seew"" given by pair. Calls ""chilpilp"" and ""killf"" softer and chirpier than Tree Swallow.",,,
395,Hirundinidae,Mangrove Swallow,Tachycineta albilinea,5.1,"Call a high twittering trill, level or rising ""trrip"" or ""trreep"". Song a varied mix of twittering calls.",,,
397,"Paridae, Remizidae, Aegithalidae",Eurasian Blue Tit,Cyanistes caeruleus,4.4,"Calls include piercing high clear notes and a low husky chatter, often combined in titmouse-like series ""seea tseea ch-ch-ch-ch-ch-ch"".",,,
397,"Paridae, Remizidae, Aegithalidae",Great Tit,Parus major,5.5,"Calls include high thin notes often followed by husky chatter or musical phrases ""tsee tsee ch-ch-ch-ch"" or ""tsee tsee sewidi"". Song a rhythmic series of two-parted whistled phrases ""teew-ti teew-ti teew-ti"".",,,
398,"Paridae, Remizidae, Aegithalidae",Mountain Chickadee,Poecile gambeli,5.25,"Song of clear, high whistles like Black-capped but with three to six syllables; pattern variable with many local dialects. Call ""chika dzee dzee"" similar to Black-capped but ""dzee"" notes slightly harsher, slower, and often descending. Other calls like Black-capped.",,,
398,"Paridae, Remizidae, Aegithalidae",Carolina Chickadee,Poecile carolinensis,4.75,"Song three to five notes on different pitches ""see bee see bay"" and other variations; like Black-capped but higher-pitched; all notes clearly separated by pauses. Call ""chikadeedeedeedee"" higher-pitched and more rapid than Black-capped (5-7 ""dee"" notes/sec vs. 3-4 in Black-capped).",,,
